block,lam,train,test,learned_over_loc,perfect_over_loc,capture,pred_corr
A,1.0,email-Eu,DAWN,0.9673844768958855,1.0417909408473682,-0.780444815139128,0.9279210096136672
A,1.0,email-Eu,congress-bills,1.0175824721020106,1.066851977621039,0.2630060131007583,0.7333868435024851
A,1.0,email-Eu,tags-math-sx,1.1528088263906169,1.1319030898951705,1.1584931521472401,0.9436413431083303
A,1.0,email-Eu,tags-ask-ubuntu,1.2429333843453207,1.1923896562998082,1.2627154131755831,0.9408417213958049
A,1.0,NDC-classes,contact-primary-school,1.0035231825292659,1.1318799492854903,0.02671507343120805,0.7438174097278181
A,1.0,NDC-classes,contact-high-school,0.9598444510785702,1.3149893580660719,-0.12748223993334662,0.3239949025342929
A,1.0,NDC-classes,email-Enron,0.984867724241747,1.80346655331272,-0.018833734516841,0.47226542468701554
A,1.0,NDC-classes,email-Eu,1.132107919536984,1.6725121109900603,0.19643946536887966,0.7731197942713913
A,1.0,NDC-classes,NDC-substances,1.3834352962228895,1.9382074303228396,0.40868925552097624,0.8882029139791489
A,1.0,NDC-classes,DAWN,0.933440960375673,1.0417909408473682,-1.5926666946173456,0.9418520047418948
A,1.0,NDC-classes,congress-bills,0.9766365331567681,1.066851977621039,-0.34948056399574856,0.7550136075020493
A,1.0,NDC-classes,tags-math-sx,0.985881400653334,1.1319030898951705,-0.10703766953364581,0.9256437733851982
A,1.0,NDC-classes,tags-ask-ubuntu,1.0042345468795981,1.1923896562998082,0.02201026271911035,0.9156539963643998
A,1.0,NDC-substances,contact-primary-school,1.0599571900369702,1.1318799492854903,0.4546346155106295,0.7750814750125035
A,1.0,NDC-substances,contact-high-school,0.9881785144029717,1.3149893580660719,-0.037529793608292866,0.33945324769853163
A,1.0,NDC-substances,email-Enron,1.0456766959935189,1.80346655331272,0.0568495300833523,0.4721067694197818
A,1.0,NDC-substances,email-Eu,1.3508911030078967,1.6725121109900603,0.5217617605299645,0.8264062166494924
A,1.0,NDC-substances,NDC-classes,1.8624928888401566,4.08325149712881,0.27973484798218,0.7300635239077486
A,1.0,NDC-substances,DAWN,0.973477716310198,1.0417909408473682,-0.6346419379900671,0.9656803754021476
A,1.0,NDC-substances,congress-bills,1.0196832206853632,1.066851977621039,0.29442989401062536,0.8253777350889754
A,1.0,NDC-substances,tags-math-sx,1.1342353698586753,1.1319030898951705,1.0176817689817457,0.9684634139535516
A,1.0,NDC-substances,tags-ask-ubuntu,1.2152528806858396,1.1923896562998082,1.1188381164858612,0.9708563764220496
A,1.0,DAWN,contact-primary-school,1.0301390131330586,1.1318799492854903,0.22853370278308496,0.7573832782409531
A,1.0,DAWN,contact-high-school,0.9903045353952816,1.3149893580660719,-0.03078029259224898,0.3586780280332495
A,1.0,DAWN,email-Enron,1.0255166535857567,1.80346655331272,0.031758202604141625,0.4612961999623471
A,1.0,DAWN,email-Eu,1.2127590427693837,1.6725121109900603,0.316364626439461,0.7974863884129682
A,1.0,DAWN,NDC-classes,1.8785099831912873,4.08325149712881,0.2849297191647761,0.6975451818817624
A,1.0,DAWN,NDC-substances,1.5813325663850228,1.9382074303228396,0.6196205099174975,0.9207543037282965
A,1.0,DAWN,congress-bills,1.0177149703289952,1.066851977621039,0.2649879773103388,0.8785945541770072
A,1.0,DAWN,tags-math-sx,1.0804209286437751,1.1319030898951705,0.6096970791790349,0.9665003770439051
A,1.0,DAWN,tags-ask-ubuntu,1.1344990401467594,1.1923896562998082,0.699097044682924,0.9698181443813502
A,1.0,congress-bills,contact-primary-school,1.033955713974168,1.1318799492854903,0.25747442396009357,0.7224033824643893
A,1.0,congress-bills,contact-high-school,1.002156759352032,1.3149893580660719,0.006847086407216232,0.3703537076467694
A,1.0,congress-bills,email-Enron,0.9979507440000319,1.80346655331272,-0.0025505181161791088,0.389306660880341
A,1.0,congress-bills,email-Eu,1.2235437328871575,1.6725121109900603,0.3324010515707448,0.7993472986716756
A,1.0,congress-bills,NDC-classes,1.6248760296816283,4.08325149712881,0.20266787521664265,0.7448630327409984
A,1.0,congress-bills,NDC-substances,1.653031161139161,1.9382074303228396,0.6960413444119189,0.9400421856846596
A,1.0,congress-bills,DAWN,1.0248627365331322,1.0417909408473682,0.5949312465574205,0.9609159799146223
A,1.0,congress-bills,tags-math-sx,1.0910974867859682,1.1319030898951705,0.6906395207145456,0.9357847074709725
A,1.0,congress-bills,tags-ask-ubuntu,1.1434801383121094,1.1923896562998082,0.7457788587579717,0.9388572744602531
A,1.0,tags-math-sx,contact-primary-school,1.0394800141802094,1.1318799492854903,0.2993632799686941,0.7703633374706671
A,1.0,tags-math-sx,contact-high-school,0.985639833481461,1.3149893580660719,-0.04558937040510055,0.3401573853148859
A,1.0,tags-math-sx,email-Enron,1.0386945693067455,1.80346655331272,0.048159527172856785,0.4816522905200678
A,1.0,tags-math-sx,email-Eu,1.2572224878295999,1.6725121109900603,0.38248008270203726,0.8183853040921643
A,1.0,tags-math-sx,NDC-classes,1.8406147902033805,4.08325149712881,0.27263906009165295,0.688460483439812
A,1.0,tags-math-sx,NDC-substances,1.617646810661052,1.9382074303228396,0.6583264965707191,0.920410855165484
A,1.0,tags-math-sx,DAWN,0.9976337021190577,1.0417909408473682,-0.056622268677431635,0.9728190813138702
A,1.0,tags-math-sx,congress-bills,1.014879358779363,1.066851977621039,0.22257170705867474,0.842203100213523
A,1.0,tags-math-sx,tags-ask-ubuntu,1.1663785945265783,1.1923896562998082,0.8648001027004496,0.9774531150896226
A,1.0,tags-ask-ubuntu,contact-primary-school,1.0382015452215079,1.1318799492854903,0.28966909244717826,0.7685969336936529
A,1.0,tags-ask-ubuntu,contact-high-school,0.9844281803338756,1.3149893580660719,-0.04943601828877689,0.3393209069669181
A,1.0,tags-ask-ubuntu,email-Enron,1.0382374912919472,1.80346655331272,0.04759064473100058,0.4819577567016936
A,1.0,tags-ask-ubuntu,email-Eu,1.2537494225798786,1.6725121109900603,0.377315766412464,0.8198971020227026
A,1.0,tags-ask-ubuntu,NDC-classes,1.8410434341964776,4.08325149712881,0.2727780834549745,0.6981836620122119
A,1.0,tags-ask-ubuntu,NDC-substances,1.6125328892179627,1.9382074303228396,0.652875760115424,0.9212937407086033
A,1.0,tags-ask-ubuntu,DAWN,0.9965468856066476,1.0417909408473682,-0.08262829989791542,0.9725062459492014
A,1.0,tags-ask-ubuntu,congress-bills,1.0138313048774017,1.066851977621039,0.2068944759690825,0.8447438095797516
A,1.0,tags-ask-ubuntu,tags-math-sx,1.0951544346435154,1.1319030898951705,0.721396554994572,0.9736056426560126
A,10.0,contact-primary-school,contact-high-school,0.9895800081959277,1.3149893580660719,-0.03308045664795629,0.3084747663832477
A,10.0,contact-primary-school,email-Enron,1.0422233994013033,1.80346655331272,0.052551533386442466,0.4808599496483647
A,10.0,contact-primary-school,email-Eu,1.2990904409355326,1.6725121109900603,0.4447361408781427,0.8194185119863296
A,10.0,contact-primary-school,NDC-classes,1.5020542766131186,4.08325149712881,0.16283273585714378,0.6279569758157545
A,10.0,contact-primary-school,NDC-substances,1.6056713421297442,1.9382074303228396,0.645562295239264,0.8849066029309253
A,10.0,contact-primary-school,DAWN,0.9914335520779826,1.0417909408473682,-0.2049833707574188,0.9362218750218623
A,10.0,contact-primary-school,congress-bills,1.0112211099594977,1.066851977621039,0.16785008250775002,0.6255222900552354
A,10.0,contact-primary-school,tags-math-sx,1.1376788272953275,1.1319030898951705,1.0437877338942345,0.9485170410008609
A,10.0,contact-primary-school,tags-ask-ubuntu,1.221949649183144,1.1923896562998082,1.153646476904514,0.9452085114211652
A,10.0,contact-high-school,contact-primary-school,1.0283642640907094,1.1318799492854903,0.2150763951941408,0.7257459274873825
A,10.0,contact-high-school,email-Enron,1.0111044402047886,1.80346655331272,0.013820662676006408,0.4013596478363854
A,10.0,contact-high-school,email-Eu,1.1792535136159965,1.6725121109900603,0.26654317548587,0.7388120485693728
A,10.0,contact-high-school,NDC-classes,1.8361873840708391,4.08325149712881,0.27120310647688484,0.6736544408049825
A,10.0,contact-high-school,NDC-substances,1.5632980499694649,1.9382074303228396,0.6003981974174224,0.9004407567542211
A,10.0,contact-high-school,DAWN,1.0363513431385463,1.0417909408473682,0.8698378739859234,0.9656325617961874
A,10.0,contact-high-school,congress-bills,1.0325617217036873,1.066851977621039,0.48707192909488156,0.8820866880068036
A,10.0,contact-high-school,tags-math-sx,1.0882526413821016,1.1319030898951705,0.6690718272956312,0.9336220076628274
A,10.0,contact-high-school,tags-ask-ubuntu,1.1356539134714911,1.1923896562998082,0.7050998275088991,0.935673338048398
A,10.0,email-Enron,contact-primary-school,1.0268426239591708,1.1318799492854903,0.20353832485226842,0.7638857942343177
A,10.0,email-Enron,contact-high-school,0.9628840935678264,1.3149893580660719,-0.11783225522301027,0.25283934153896925
A,10.0,email-Enron,email-Eu,1.206168222402314,1.6725121109900603,0.30656432654989196,0.8077921421608039
A,10.0,email-Enron,NDC-classes,1.4409486987912608,4.08325149712881,0.14301418460410437,0.6073154210424155
A,10.0,email-Enron,NDC-substances,1.4010493717207884,1.9382074303228396,0.427463435865975,0.8456088387096311
A,10.0,email-Enron,DAWN,0.9621376698948902,1.0417909408473682,-0.9059937234577508,0.8024264714510341
A,10.0,email-Enron,congress-bills,0.9805678969351042,1.066851977621039,-0.29067357102058805,0.5783852511399235
A,10.0,email-Enron,tags-math-sx,1.056308815511081,1.1319030898951705,0.42689534836395515,0.8864276547784463
A,10.0,email-Enron,tags-ask-ubuntu,1.113323492903267,1.1923896562998082,0.589031110522234,0.8923885084626783
A,10.0,email-Eu,contact-primary-school,1.0718067735855283,1.1318799492854903,0.5444859053599035,0.7771593542874955
A,10.0,email-Eu,contact-high-school,0.982205864982719,1.3149893580660719,-0.05649122601008164,0.2991465705011599
A,10.0,email-Eu,email-Enron,1.0739729533210933,1.80346655331272,0.09206724662787805,0.49662557128331764
A,10.0,email-Eu,NDC-classes,1.7292941771837624,4.08325149712881,0.2365341192124278,0.6758294882946924
A,10.0,email-Eu,NDC-substances,1.7263921427675706,1.9382074303228396,0.7742340545284503,0.9037108247911544
A,10.0,email-Eu,DAWN,0.9675408326044077,1.0417909408473682,-0.7767034370951809,0.9280239113254363
A,10.0,email-Eu,congress-bills,1.0176389723814754,1.066851977621039,0.2638511680456887,0.7336888235024288
A,10.0,email-Eu,tags-math-sx,1.1528933317829968,1.1319030898951705,1.1591338148674772,0.9436985200328537
A,10.0,email-Eu,tags-ask-ubuntu,1.2430474820708215,1.1923896562998082,1.2633084685804068,0.9408997573451393
A,10.0,NDC-classes,contact-primary-school,1.0033294396084063,1.1318799492854903,0.025245987934062478,0.7434550015784523
A,10.0,NDC-classes,contact-high-school,0.9601012675450505,1.3149893580660719,-0.1266669220189348,0.32441506673553966
A,10.0,NDC-classes,email-Enron,0.9847346176007266,1.80346655331272,-0.01899939995801163,0.47180114380451627
A,10.0,NDC-classes,email-Eu,1.1308826563433543,1.6725121109900603,0.1946175454753836,0.7726701984021852
A,10.0,NDC-classes,NDC-substances,1.3821836254417945,1.9382074303228396,0.40735514672942225,0.8882410252041691
A,10.0,NDC-classes,DAWN,0.9341261409663353,1.0417909408473682,-1.576271261138958,0.9422020942821479
A,10.0,NDC-classes,congress-bills,0.9768778991595467,1.066851977621039,-0.3458701098047477,0.7567452887416181
A,10.0,NDC-classes,tags-math-sx,0.9856166338468423,1.1319030898951705,-0.10904495235546675,0.925426749771602
A,10.0,NDC-classes,tags-ask-ubuntu,1.003612285527598,1.1923896562998082,0.018775882222944434,0.9153228739502743
A,10.0,NDC-substances,contact-primary-school,1.059933462925175,1.1318799492854903,0.4544547010359603,0.7750759125313855
A,10.0,NDC-substances,contact-high-school,0.9881644942664785,1.3149893580660719,-0.03757430348183046,0.33945440256787196
A,10.0,NDC-substances,email-Enron,1.0456520048044944,1.80346655331272,0.05681879925962021,0.47210800153326554
A,10.0,NDC-substances,email-Eu,1.3508065707441972,1.6725121109900603,0.5216360642602348,0.8264018638100753
A,10.0,NDC-substances,NDC-classes,1.8624857696849395,4.08325149712881,0.27973253900569084,0.7300794388382582
A,10.0,NDC-substances,DAWN,0.9734657784182204,1.0417909408473682,-0.634927595401352,0.9656908512332115
A,10.0,NDC-substances,congress-bills,1.0196663840273685,1.066851977621039,0.2941780441986404,0.8254056444315286
A,10.0,NDC-substances,tags-math-sx,1.1341753916179318,1.1319030898951705,1.0172270545335,0.9684691517541107
A,10.0,NDC-substances,tags-ask-ubuntu,1.2151734267212564,1.1923896562998082,1.1184251318893328,0.9708638807436355
A,10.0,DAWN,contact-primary-school,1.0301339692174667,1.1318799492854903,0.22849545651730166,0.7573825148385489
A,10.0,DAWN,contact-high-school,0.9902976197384653,1.3149893580660719,-0.03080224780006546,0.35867231377626113
A,10.0,DAWN,email-Enron,1.0255125539321979,1.80346655331272,0.03175310014711718,0.4613032666532562
A,10.0,DAWN,email-Eu,1.2127467024735328,1.6725121109900603,0.3163462768876101,0.7974891644401205
A,10.0,DAWN,NDC-classes,1.878504356165312,4.08325149712881,0.28492789413493974,0.6975511614748802
A,10.0,DAWN,NDC-substances,1.5813032042531452,1.9382074303228396,0.619589213925877,0.9207536481503407
A,10.0,DAWN,congress-bills,1.0177073733943347,1.066851977621039,0.26487433916632575,0.8785881661847614
A,10.0,DAWN,tags-math-sx,1.080402081614605,1.1319030898951705,0.609554193753188,0.9665007178686553
A,10.0,DAWN,tags-ask-ubuntu,1.1344736608501829,1.1923896562998082,0.6989651285650585,0.969818035440559
A,10.0,congress-bills,contact-primary-school,1.033952956158132,1.1318799492854903,0.2574535123958192,0.7224058158527666
A,10.0,congress-bills,contact-high-school,1.0021533032617391,1.3149893580660719,0.00683611432132082,0.37034985494627537
A,10.0,congress-bills,email-Enron,0.9979492853967507,1.80346655331272,-0.0025523335038579787,0.38930057272401825
A,10.0,congress-bills,email-Eu,1.2235355893100524,1.6725121109900603,0.33238894238048333,0.7993487251212215
A,10.0,congress-bills,NDC-classes,1.6248610002981696,4.08325149712881,0.20266300069263035,0.7448643697372778
A,10.0,congress-bills,NDC-substances,1.6530124028472806,1.9382074303228396,0.6960213506543829,0.9400428783786664
