block,train,test,perfect_over_loc,ridge_over_loc,ridge_capture,ridge_corr,gbt_over_loc,gbt_capture,gbt_corr,paired_diff
A,email-Enron,NDC-classes,4.08325149712881,1.4338689687458641,0.1407179949964809,0.6037195257355811,1.6199835394929434,0.20108107952604107,0.6894895875972841,0.06036308452956016
A,email-Enron,NDC-substances,1.9382074303228396,1.3966339712452078,0.42275722662815096,0.8408028552665466,1.0803100848178624,0.08559949774670564,0.7063495697889416,-0.33715772888144535
A,email-Enron,DAWN,1.0417909408473682,0.9591860526719004,-0.9766218826506717,0.7895545550796579,0.9731889260002821,-0.6415522947339042,0.8061805724527566,0.33506958791676755
A,email-Enron,congress-bills,1.066851977621039,0.9789303634879426,-0.3151684850894608,0.5680983494765968,0.9774064579183188,-0.3379637055728739,0.2060196665281848,-0.022795220483413092
A,email-Enron,tags-math-sx,1.1319030898951705,1.0543098214680313,0.4117403277754436,0.8805580089352245,0.9305576310898321,-0.526465065870382,0.6375091299777939,-0.9382053936458257
A,email-Enron,tags-ask-ubuntu,1.1923896562998082,1.1109446229111064,0.576666256621495,0.886658450409883,0.9143563774478868,-0.44515710563280736,0.6389539191275683,-1.0218233622543023
A,email-Eu,contact-primary-school,1.1318799492854903,1.0718113466483448,0.5445205813120949,0.7771676190385894,1.050004916620294,0.37916997156288484,0.717362686322997,-0.16535060974921006
A,email-Eu,contact-high-school,1.3149893580660719,0.9821554975067012,-0.05665112816146565,0.2990786232645806,0.9695067176570495,-0.09680734146121284,0.12611703499111976,-0.04015621329974719
A,email-Eu,email-Enron,1.80346655331272,1.0739693365258534,0.09206274513963929,0.49667614450448094,0.9709020641818926,-0.036215491109288366,-0.09655003727790147,-0.12827823624892765
A,email-Eu,NDC-classes,4.08325149712881,1.7289829997036754,0.23643319410775282,0.6757537459969022,1.6876455920521525,0.22302611145814827,0.5923838340314074,-0.013407082649604551
A,email-Eu,NDC-substances,1.9382074303228396,1.7262327737741754,0.7740641891146363,0.9036633555751075,1.7858767313115755,0.8376364393545181,0.9175043466949265,0.06357225023988189
A,email-Eu,DAWN,1.0417909408473682,0.9673844768958855,-0.780444815139128,0.9279210096136672,1.0979107265118866,2.342869639367128,0.933322912240918,3.123314454506256
A,email-Eu,congress-bills,1.066851977621039,1.0175824721020106,0.2630060131007583,0.7333868435024851,1.0248784478116848,0.37214228654105364,0.7162024555353156,0.10913627344029536
A,email-Eu,tags-math-sx,1.1319030898951705,1.1528088263906169,1.1584931521472401,0.9436413431083303,1.1753884222525106,1.3296763737066348,0.9282682680853472,0.1711832215593947
A,email-Eu,tags-ask-ubuntu,1.1923896562998082,1.2429333843453207,1.2627154131755831,0.9408417213958049,1.2432656634024943,1.2644425281544456,0.9220840629619244,0.0017271149788624651
A,NDC-classes,contact-primary-school,1.1318799492854903,1.0035231825292659,0.02671507343120805,0.7438174097278181,1.0350623279783782,0.2658654948560538,0.02539776916321404,0.23915042142484577
A,NDC-classes,contact-high-school,1.3149893580660719,0.9598444510785702,-0.12748223993334662,0.3239949025342929,1.0186101321067385,0.05908178047981802,0.31453427055472494,0.18656402041316464
A,NDC-classes,email-Enron,1.80346655331272,0.984867724241747,-0.018833734516841,0.47226542468701554,1.0403711886211107,0.050246259106441794,0.34807899518481306,0.06907999362328279
A,NDC-classes,email-Eu,1.6725121109900603,1.132107919536984,0.19643946536887966,0.7731197942713913,0.9339669512922611,-0.09818863873027682,0.0857598075542541,-0.29462810409915646
A,NDC-classes,NDC-substances,1.9382074303228396,1.3834352962228895,0.40868925552097624,0.8882029139791489,1.0783537424485876,0.08351430602252413,0.4904434199132092,-0.3251749494984521
A,NDC-classes,DAWN,1.0417909408473682,0.933440960375673,-1.5926666946173456,0.9418520047418948,1.0579675454608537,1.3870840015917991,0.4508669881845947,2.9797506962091447
A,NDC-classes,congress-bills,1.066851977621039,0.9766365331567681,-0.34948056399574856,0.7550136075020493,1.1116821359704077,1.6705883646927469,-0.13666946629355642,2.020068928688495
A,NDC-classes,tags-math-sx,1.1319030898951705,0.985881400653334,-0.10703766953364581,0.9256437733851982,0.9669791585994514,-0.25034168211519386,0.26630031254862646,-0.14330401258154807
A,NDC-classes,tags-ask-ubuntu,1.1923896562998082,1.0042345468795981,0.02201026271911035,0.9156539963643998,0.9353351601207242,-0.3361139113347453,0.40155002171350673,-0.3581241740538556
A,NDC-substances,contact-primary-school,1.1318799492854903,1.0599571900369702,0.4546346155106295,0.7750814750125035,1.0294234564415619,0.22310788410956028,0.6333616354430232,-0.23152673140106922
A,NDC-substances,contact-high-school,1.3149893580660719,0.9881785144029717,-0.037529793608292866,0.33945324769853163,0.9909803540969153,-0.028634763912223127,0.19940791131035474,0.008895029696069739
A,NDC-substances,email-Enron,1.80346655331272,1.0456766959935189,0.0568495300833523,0.4721067694197818,1.108885318120615,0.13551941604996148,0.4710312830806629,0.07866988596660918
A,NDC-substances,email-Eu,1.6725121109900603,1.3508911030078967,0.5217617605299645,0.8264062166494924,1.1715218204867275,0.25504644107333047,0.7105560424482952,-0.266715319456634
A,NDC-substances,NDC-classes,4.08325149712881,1.8624928888401566,0.27973484798218,0.7300635239077486,1.929333202716402,0.30141336299741267,0.7576555351655543,0.021678515015232658
A,NDC-substances,DAWN,1.0417909408473682,0.973477716310198,-0.6346419379900671,0.9656803754021476,1.0571054543251617,1.3664553409727282,0.9342690856618343,2.001097278962795
A,NDC-substances,congress-bills,1.066851977621039,1.0196832206853632,0.29442989401062536,0.8253777350889754,1.0209769908624162,0.3137826524942554,0.8222337250505865,0.01935275848363005
A,NDC-substances,tags-math-sx,1.1319030898951705,1.1342353698586753,1.0176817689817457,0.9684634139535516,1.1310438076473404,0.9934855032697636,0.9289776861101088,-0.02419626571198208
A,NDC-substances,tags-ask-ubuntu,1.1923896562998082,1.2152528806858396,1.1188381164858612,0.9708563764220496,1.2064695118457371,1.0731840568600413,0.9312147347034595,-0.04565405962581992
A,DAWN,contact-primary-school,1.1318799492854903,1.0301390131330586,0.22853370278308496,0.7573832782409531,1.065582191447318,0.4972870538898025,0.7033710999958874,0.2687533511067175
A,DAWN,contact-high-school,1.3149893580660719,0.9903045353952816,-0.03078029259224898,0.3586780280332495,1.0343073995373113,0.10891605909465371,0.30565407701713954,0.1396963516869027
A,DAWN,email-Enron,1.80346655331272,1.0255166535857567,0.031758202604141625,0.4612961999623471,1.1396128506647267,0.17376311445585155,0.41708045847450664,0.14200491185170994
A,DAWN,email-Eu,1.6725121109900603,1.2127590427693837,0.316364626439461,0.7974863884129682,1.1651561701859046,0.24558096053134956,0.7236214139273941,-0.07078366590811144
A,DAWN,NDC-classes,4.08325149712881,1.8785099831912873,0.2849297191647761,0.6975451818817624,1.9217061124866017,0.29893964645599436,0.6814681531689865,0.01400992729121825
A,DAWN,NDC-substances,1.9382074303228396,1.5813325663850228,0.6196205099174975,0.9207543037282965,1.4248035052983625,0.4527820730988951,0.8522470018236821,-0.1668384368186024
A,DAWN,congress-bills,1.066851977621039,1.0177149703289952,0.2649879773103388,0.8785945541770072,1.0121545676496808,0.1818131352610225,0.8229087215663494,-0.0831748420493163
A,DAWN,tags-math-sx,1.1319030898951705,1.0804209286437751,0.6096970791790349,0.9665003770439051,1.0885638217836555,0.6714309865981251,0.9451340364807211,0.06173390741909013
A,DAWN,tags-ask-ubuntu,1.1923896562998082,1.1344990401467594,0.699097044682924,0.9698181443813502,1.12223304491998,0.6353410431249981,0.9440726528675296,-0.06375600155792593
A,congress-bills,contact-primary-school,1.1318799492854903,1.033955713974168,0.25747442396009357,0.7224033824643893,1.012619645983441,0.09569040670558808,0.4707697519181729,-0.16178401725450547
A,congress-bills,contact-high-school,1.3149893580660719,1.002156759352032,0.006847086407216232,0.3703537076467694,1.0113476007577138,0.036025346466890894,0.27290456676602787,0.029178260059674662
A,congress-bills,email-Enron,1.80346655331272,0.9979507440000319,-0.0025505181161791088,0.389306660880341,1.0016860912225893,0.0020985207357263657,-0.048593950353681144,0.004649038851905474
A,congress-bills,email-Eu,1.6725121109900603,1.2235437328871575,0.3324010515707448,0.7993472986716756,1.2142176878679283,0.31853357637316126,0.7303035228730259,-0.013867475197583523
A,congress-bills,NDC-classes,4.08325149712881,1.6248760296816283,0.20266787521664265,0.7448630327409984,1.264699748552591,0.08585084570593257,0.580398040708817,-0.11681702951071007
A,congress-bills,NDC-substances,1.9382074303228396,1.653031161139161,0.6960413444119189,0.9400421856846596,1.3957080030034525,0.4217702719187466,0.8252759861942176,-0.2742710724931723
A,congress-bills,DAWN,1.0417909408473682,1.0248627365331322,0.5949312465574205,0.9609159799146223,1.0475824842664576,1.1385837050245329,0.8639444458050793,0.5436524584671124
A,congress-bills,tags-math-sx,1.1319030898951705,1.0910974867859682,0.6906395207145456,0.9357847074709725,1.0478967952104206,0.36312110086644944,0.7628465368129684,-0.32751841984809615
A,congress-bills,tags-ask-ubuntu,1.1923896562998082,1.1434801383121094,0.7457788587579717,0.9388572744602531,1.088512521816488,0.46006902615676737,0.8110369677970637,-0.2857098326012043
A,tags-math-sx,contact-primary-school,1.1318799492854903,1.0394800141802094,0.2993632799686941,0.7703633374706671,1.0479303982401655,0.3634396168625077,0.705259832488993,0.06407633689381359
A,tags-math-sx,contact-high-school,1.3149893580660719,0.985639833481461,-0.04558937040510055,0.3401573853148859,0.9976451100716572,-0.007476093614085855,0.29346671088548987,0.03811327679101469
A,tags-math-sx,email-Enron,1.80346655331272,1.0386945693067455,0.048159527172856785,0.4816522905200678,1.0111861226297048,0.013922325184021646,0.4026522607250759,-0.03423720198883514
A,tags-math-sx,email-Eu,1.6725121109900603,1.2572224878295999,0.38248008270203726,0.8183853040921643,1.1679364838140236,0.24971518143634697,0.7648914943802013,-0.1327649012656903
A,tags-math-sx,NDC-classes,4.08325149712881,1.8406147902033805,0.27263906009165295,0.688460483439812,1.7081746234193245,0.2296843524048531,0.6466990007256469,-0.04295470768679985
A,tags-math-sx,NDC-substances,1.9382074303228396,1.617646810661052,0.6583264965707191,0.920410855165484,1.5607804394140052,0.597714771051258,0.9152664288279847,-0.060611725519461035
A,tags-math-sx,DAWN,1.0417909408473682,0.9976337021190577,-0.056622268677431635,0.9728190813138702,1.0257362562183945,0.6158333767212903,0.9646198989396284,0.6724556453987219
A,tags-math-sx,congress-bills,1.066851977621039,1.014879358779363,0.22257170705867474,0.842203100213523,1.0252502820641023,0.3777043396866657,0.8213829897246019,0.15513263262799099
A,tags-math-sx,tags-ask-ubuntu,1.1923896562998082,1.1663785945265783,0.8648001027004496,0.9774531150896226,1.1758716654518058,0.9141430409217957,0.9784700304982923,0.049342938221346055
A,tags-ask-ubuntu,contact-primary-school,1.1318799492854903,1.0382015452215079,0.28966909244717826,0.7685969336936529,1.0271826322150797,0.20611648974959343,0.7266580214253826,-0.08355260269758483
A,tags-ask-ubuntu,contact-high-school,1.3149893580660719,0.9844281803338756,-0.04943601828877689,0.3393209069669181,1.0224796056879275,0.07136623861182068,0.28206394928403783,0.12080225690059757
A,tags-ask-ubuntu,email-Enron,1.80346655331272,1.0382374912919472,0.04759064473100058,0.4819577567016936,1.042410787990615,0.052784758513909395,0.3844066437337581,0.005194113782908814
A,tags-ask-ubuntu,email-Eu,1.6725121109900603,1.2537494225798786,0.377315766412464,0.8198971020227026,1.2588184088011223,0.38485315665184744,0.8126096217174777,0.007537390239383435
A,tags-ask-ubuntu,NDC-classes,4.08325149712881,1.8410434341964776,0.2727780834549745,0.6981836620122119,1.8401843474523776,0.27249945333190473,0.6793751137616119,-0.0002786301230697785
A,tags-ask-ubuntu,NDC-substances,1.9382074303228396,1.6125328892179627,0.652875760115424,0.9212937407086033,1.6323375506624132,0.6739848036002275,0.9195125711534268,0.02110904348480347
A,tags-ask-ubuntu,DAWN,1.0417909408473682,0.9965468856066476,-0.08262829989791542,0.9725062459492014,1.0135414524397721,0.32402841776712205,0.9576194492136283,0.40665671766503747
A,tags-ask-ubuntu,congress-bills,1.066851977621039,1.0138313048774017,0.2068944759690825,0.8447438095797516,1.0162963012839292,0.24376692902500782,0.7904339737097852,0.03687245305592532
A,tags-ask-ubuntu,tags-math-sx,1.1319030898951705,1.0951544346435154,0.721396554994572,0.9736056426560126,1.112942056195842,0.8562502689330656,0.9753428908300511,0.13485371393849355
AB,contact-primary-school,contact-high-school,1.3149893580660719,0.997798945801875,-0.006987709717047982,0.3491646082695844,0.9949004322092523,-0.016189651047442803,0.1899407435673126,-0.00920194133039482
AB,contact-primary-school,email-Enron,1.80346655331272,0.8905506113176684,-0.13622146215180705,0.31280111005099126,1.0459991084477809,0.057250806842083196,0.44909237242121197,0.19347226899389025
AB,contact-primary-school,email-Eu,1.6725121109900603,1.1502598078779462,0.22343063481300945,0.7043130882097961,1.2498457462458021,0.37151114777395416,0.8161300132248864,0.1480805129609447
AB,contact-primary-school,NDC-classes,4.08325149712881,1.4485394452889708,0.1454761136763123,0.6065981569740884,1.1751753166841266,0.05681512417889153,0.590816049140724,-0.08866098949742077
AB,contact-primary-school,NDC-substances,1.9382074303228396,1.517838429645399,0.5519444985286565,0.8603577763254487,1.3210853647526009,0.3422328094780858,0.8674803553701511,-0.20971168905057064
AB,contact-primary-school,DAWN,1.0417909408473682,0.9244767555486028,-1.8071678435579728,0.915505764814448,1.0402616438552288,0.963406016683739,0.895743037470926,2.770573860241712
AB,contact-primary-school,congress-bills,1.066851977621039,1.0005142025516705,0.007691658047654014,0.6885361399111889,0.9944164729498913,-0.08352074611404582,0.36233131775233496,-0.09121240416169983
AB,contact-primary-school,tags-math-sx,1.1319030898951705,1.1002742216665715,0.7602113168559135,0.9457826318890735,1.064451565330372,0.48862816922328917,0.8573931453942703,-0.2715831476326243
AB,contact-primary-school,tags-ask-ubuntu,1.1923896562998082,1.1925923275459682,1.0010534414898282,0.9427534484538218,1.0904590308827788,0.4701865610790066,0.8736467751500598,-0.5308668804108216
AB,contact-high-school,contact-primary-school,1.1318799492854903,1.033274550194221,0.2523093948283921,0.6896080635655475,1.0466567472308335,0.35378196218313784,0.6857101303233272,0.10147256735474575
AB,contact-high-school,email-Enron,1.80346655331272,0.8094881139557112,-0.23711240406809939,0.20480897032090986,1.117387771874911,0.14610162848835115,0.49787472174270664,0.38321403255645053
AB,contact-high-school,email-Eu,1.6725121109900603,0.9992407442132004,-0.0011289845556562862,0.6012483524381574,1.083555459222897,0.1242437985241459,0.6722933872797374,0.12537278307980218
AB,contact-high-school,NDC-classes,4.08325149712881,1.2945787613141126,0.09554159353800062,0.5640702914767384,1.5109854958314812,0.16572942437790816,0.6822427869775514,0.07018783083990754
AB,contact-high-school,NDC-substances,1.9382074303228396,1.450917445216959,0.48061593912318223,0.860104287448406,1.2165904870898874,0.2308556509889908,0.7976205323991018,-0.24976028813419143
AB,contact-high-school,DAWN,1.0417909408473682,0.8754081741836688,-2.981311817586833,0.9221015903486296,1.0174248701759594,0.4169532875462104,0.8595716680113815,3.3982651051330435
AB,contact-high-school,congress-bills,1.066851977621039,0.9435073095581625,-0.8450414251329289,0.3256652094770487,0.9629438697588608,-0.5543011824002831,0.09786889792315549,0.29074024273264576
AB,contact-high-school,tags-math-sx,1.1319030898951705,1.0790668597259456,0.5994314446218334,0.9237273861787054,1.0259532519191845,0.1967599996316293,0.7820608152497512,-0.40267144499020413
AB,contact-high-school,tags-ask-ubuntu,1.1923896562998082,1.145849363844845,0.7580935828356716,0.9357624314778006,1.0480431416917888,0.24971790384053355,0.8254516961887751,-0.5083756789951381
AB,email-Enron,contact-primary-school,1.1318799492854903,1.0492697399146682,0.3735953811144585,0.6378575194331135,1.0084461180257664,0.06404398903340879,0.43831606899719433,-0.3095513920810497
AB,email-Enron,contact-high-school,1.3149893580660719,0.9549273401243654,-0.14309264335901845,0.20880743130469034,1.0001482956620327,0.0004707957847946249,0.2703539259005119,0.14356343914381306
AB,email-Enron,email-Eu,1.6725121109900603,1.6719576187554483,0.9991754910795649,0.8197893661318857,1.2881076363271056,0.4284051270139339,0.5485444802224522,-0.570770364065631
AB,email-Enron,NDC-classes,4.08325149712881,2.023718223759162,0.3320255336655055,0.7580217410262745,2.6024700281577964,0.5197338036323184,0.7816584783568004,0.18770826996681284
AB,email-Enron,NDC-substances,1.9382074303228396,1.8162812976356686,0.8700435226299413,0.9391588563163324,1.3717762888695963,0.39626235825233996,0.6278593077317701,-0.47378116437760137
AB,email-Enron,DAWN,1.0417909408473682,1.0524008349995848,1.253880241437176,0.9252536811880155,1.0769075987157204,1.8402935458334775,0.15058271278036067,0.5864133043963016
AB,email-Enron,congress-bills,1.066851977621039,1.0561356439137166,0.8397005729872402,0.7361969220477524,1.051010370331795,0.7630345749972477,0.15474047298194218,-0.07666599798999252
AB,email-Enron,tags-math-sx,1.1319030898951705,1.1347289919062695,1.0214240774294587,0.9550449095979546,1.0135082632171397,0.10241051386950341,0.19545008871419428,-0.9190135635599553
AB,email-Enron,tags-ask-ubuntu,1.1923896562998082,1.2003919783173027,1.041594346449812,0.9622586279628157,1.0170319798173717,0.08852856304722595,0.3649758173724175,-0.9530657834025862
AB,email-Eu,contact-primary-school,1.1318799492854903,1.0625846371572145,0.47455763742927226,0.7266004230434302,1.0295952526846353,0.22441055554675882,0.6497865547877574,-0.25014708188251344
AB,email-Eu,contact-high-school,1.3149893580660719,0.9784527297259985,-0.06840634365012979,0.2824322567488991,1.0499968016749566,0.15872536768200685,0.05607877195684458,0.22713171133213664
AB,email-Eu,email-Enron,1.80346655331272,1.2619998129207721,0.32608676968635214,0.6561388056299514,1.3089264525849802,0.3844919882616966,0.630522244418327,0.058405218575344475
AB,email-Eu,NDC-classes,4.08325149712881,1.8597493967439642,0.27884504314506336,0.7226132147059319,2.194453874695698,0.38740072803272746,0.788644381217238,0.1085556848876641
AB,email-Eu,NDC-substances,1.9382074303228396,1.7805703634836907,0.8319805815384498,0.9329882892426745,1.8731912488140592,0.9307016983585302,0.9415143221086147,0.09872111682008045
AB,email-Eu,DAWN,1.0417909408473682,1.0026511465897632,0.06343830830336836,0.9447054644100926,1.1141195823329952,2.730725368203379,0.9360798569748053,2.6672870599000107
AB,email-Eu,congress-bills,1.066851977621039,1.0331100219073992,0.49527363416365316,0.682856196145091,1.0634428530225641,0.9490048803372725,0.7456040435008838,0.4537312461736193
AB,email-Eu,tags-math-sx,1.1319030898951705,1.1591392431795504,1.2064860899469885,0.9613795423721917,1.169953481382272,1.2884723285659339,0.9386487119825986,0.08198623861894538
AB,email-Eu,tags-ask-ubuntu,1.1923896562998082,1.2394674639576335,1.2447003054283863,0.9636112397690993,1.2292563706242927,1.191625241364503,0.9325012883570687,-0.05307506406388329
AB,NDC-classes,contact-primary-school,1.1318799492854903,1.015443870417556,0.11710552287310495,0.3438974476188041,1.0378048315173471,0.28666094976658074,0.30053146166709505,0.1695554268934758
AB,NDC-classes,contact-high-school,1.3149893580660719,0.9307953423196939,-0.21970474845626323,0.08894038622539689,1.009983357262179,0.03169426841425204,0.2698710937588031,0.25139901687051525
AB,NDC-classes,email-Enron,1.80346655331272,1.869904723967788,1.082689404283403,0.6382488670913182,1.294511331080156,0.3665508288626025,0.5762151790723715,-0.7161385754208005
AB,NDC-classes,email-Eu,1.6725121109900603,1.7129053222230117,1.0600631729493843,0.6776164545833402,1.2933500988207542,0.4362004698902589,0.5450735186953883,-0.6238627030591255
AB,NDC-classes,NDC-substances,1.9382074303228396,1.9050557454064323,0.964664866377151,0.9046970205922797,1.4295448532446438,0.457835697481991,0.7485132142388392,-0.50682916889516
AB,NDC-classes,DAWN,1.0417909408473682,1.1104562658770982,2.643067220728872,0.8425465209388037,1.120928095339149,2.8936437631497918,0.18470418291845359,0.25057654242091987
AB,NDC-classes,congress-bills,1.066851977621039,1.1455340829153526,2.176960025630589,0.71630737044054,1.1069689893449504,1.6000871350630939,0.39178060995609165,-0.5768728905674951
AB,NDC-classes,tags-math-sx,1.1319030898951705,1.0708072657446464,0.5368127903669289,0.819003272038518,1.0452862698117824,0.3433298632183181,0.041778424496837656,-0.19348292714861076
AB,NDC-classes,tags-ask-ubuntu,1.1923896562998082,1.0966224987829205,0.5022229398463604,0.8597426006286553,1.0518839579653925,0.26968163966434716,0.2356448507527757,-0.2325413001820132
AB,NDC-substances,contact-primary-school,1.1318799492854903,1.0618968906324557,0.4693426936225381,0.6090011555175858,0.9930172734328458,-0.052947598213266875,0.2574847778071573,-0.522290291835805
AB,NDC-substances,contact-high-school,1.3149893580660719,0.9808981746753791,-0.06064276406637878,0.2377081814677526,1.0157859500962458,0.05011582039839769,0.31833231304287757,0.11075858446477646
AB,NDC-substances,email-Enron,1.80346655331272,1.61398136719161,0.7641654337198527,0.7362160045454469,1.3039756793353898,0.3783302218145705,0.7187406534139289,-0.3858352119052822
AB,NDC-substances,email-Eu,1.6725121109900603,1.7543576420859581,1.1217012002585445,0.8217975131929158,1.266362513333065,0.39607095393558167,0.7404340208902491,-0.7256302463229628
AB,NDC-substances,NDC-classes,4.08325149712881,2.389182234738941,0.4505575481054911,0.8083242500359157,2.7222123005731333,0.5585701660006959,0.8938148599658171,0.10801261789520478
AB,NDC-substances,DAWN,1.0417909408473682,1.0895063542226124,2.141764516609323,0.9455813594306821,1.0810579056938718,1.939604709784284,0.9618004565242252,-0.2021598068250392
AB,NDC-substances,congress-bills,1.066851977621039,1.0908053543592258,1.3583046843276687,0.8089152819071986,1.054396621268102,0.8136875408003306,0.8936577413164828,-0.5446171435273381
AB,NDC-substances,tags-math-sx,1.1319030898951705,1.178780659579251,1.355394022394291,0.9497294576886225,1.1594460102098922,1.2088117900544357,0.9571211136432589,-0.14658223233985535
AB,NDC-substances,tags-ask-ubuntu,1.1923896562998082,1.254969931791019,1.3252787945818125,0.9592364455535541,1.244645567382101,1.2716149718613796,0.966794673183104,-0.05366382272043291
AB,DAWN,contact-primary-school,1.1318799492854903,1.0359761211879428,0.27279447241871946,0.7219156825362195,1.0446570845080283,0.3386192120180134,0.5646372125288825,0.06582473959929397
AB,DAWN,contact-high-school,1.3149893580660719,0.9863547974627637,-0.04331956679747298,0.3168894736394429,1.027151581500323,0.08619840894633539,0.34962891855616046,0.12951797574380836
AB,DAWN,email-Enron,1.80346655331272,1.1383391082330687,0.17217780586222517,0.57648129185762,1.6275833397527566,0.7810945423492851,0.6507926297011842,0.6089167364870599
AB,DAWN,email-Eu,1.6725121109900603,1.3352097374523748,0.4984441647584384,0.8487221677107205,1.401011217322625,0.5962884694110021,0.7634336565175397,0.09784430465256372
AB,DAWN,NDC-classes,4.08325149712881,2.003052845559147,0.3253230709506543,0.7265137798039146,2.197236187917947,0.3883031238395049,0.8018294727265682,0.06298005288885056
AB,DAWN,NDC-substances,1.9382074303228396,1.6551581502577601,0.6983084220856347,0.9363518002047257,1.6970647338875806,0.7429750728447321,0.9419172744383533,0.04466665075909737
AB,DAWN,congress-bills,1.066851977621039,1.037946879506203,0.5676253845669442,0.8871466133762647,1.056728771187352,0.8485728202227328,0.8746174338259245,0.2809474356557886
AB,DAWN,tags-math-sx,1.1319030898951705,1.1026931182850122,0.7785497547224035,0.9666618086516497,1.062419147886005,0.473219755015689,0.9301454673562478,-0.3053299997067145
AB,DAWN,tags-ask-ubuntu,1.1923896562998082,1.161392913574815,0.8388856068400585,0.9715447320087748,1.1175330348329853,0.6109114028969885,0.944490173366014,-0.22797420394307
AB,congress-bills,contact-primary-school,1.1318799492854903,1.032424239454374,0.24586178285663987,0.7157035019522611,1.0167057384105542,0.12667383101877056,0.5580547352144931,-0.11918795183786932
AB,congress-bills,contact-high-school,1.3149893580660719,0.9760878441423654,-0.07591417057530823,0.30368582924934945,1.0186201369788244,0.059113543051567546,0.3726893199790893,0.13502771362687577
AB,congress-bills,email-Enron,1.80346655331272,1.0171454585551245,0.021339355676267036,0.408241318378935,1.0781011029682859,0.09720517007991478,0.19965931321385452,0.07586581440364774
